"Species","Factor","value"
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7
"Arabica","Acidity",7.25
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.08
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.25
"Arabica","Flavor",7.33
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",7.17
"Arabica","Aroma",7
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.42
"Arabica","Body",7.33
"Arabica","Balance",7.17
"Arabica","Aroma",7.42
"Arabica","Flavor",7.25
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7
"Arabica","Body",7.33
"Arabica","Balance",7.08
"Arabica","Aroma",7.42
"Arabica","Flavor",7.25
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.25
"Arabica","Aroma",7
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",6.92
"Arabica","Aroma",7.42
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.17
"Arabica","Body",7.08
"Arabica","Balance",7.08
"Arabica","Aroma",7.17
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.33
"Arabica","Acidity",7.25
"Arabica","Body",7.58
"Arabica","Balance",7.33
"Arabica","Aroma",7.08
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.08
"Arabica","Aroma",7
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.17
"Arabica","Body",7.17
"Arabica","Balance",7.08
"Arabica","Aroma",7.33
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.42
"Arabica","Aroma",7.58
"Arabica","Flavor",7
"Arabica","Aftertaste",6.75
"Arabica","Acidity",6.92
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7.08
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.42
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7.25
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.25
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7.17
"Arabica","Flavor",7.42
"Arabica","Aftertaste",7.5
"Arabica","Acidity",8
"Arabica","Body",7.25
"Arabica","Balance",7.83
"Arabica","Aroma",7.25
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.17
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",7.17
"Arabica","Balance",7
"Arabica","Aroma",6.75
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.25
"Arabica","Body",7.58
"Arabica","Balance",7.08
"Arabica","Aroma",7.58
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.42
"Arabica","Body",7.67
"Arabica","Balance",7.67
"Arabica","Aroma",7.42
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",6.92
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.25
"Arabica","Body",7.33
"Arabica","Balance",7.08
"Arabica","Aroma",7.25
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7
"Arabica","Aroma",7.17
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.25
"Arabica","Acidity",7.17
"Arabica","Body",7.25
"Arabica","Balance",7.08
"Arabica","Aroma",6.75
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.42
"Arabica","Acidity",6.83
"Arabica","Body",7.58
"Arabica","Balance",7.5
"Arabica","Aroma",7.33
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.58
"Arabica","Acidity",7.42
"Arabica","Body",7.08
"Arabica","Balance",6.83
"Arabica","Aroma",7
"Arabica","Flavor",7
"Arabica","Aftertaste",7
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",7
"Arabica","Aroma",7.67
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.25
"Arabica","Body",8
"Arabica","Balance",7.5
"Arabica","Aroma",6.75
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.25
"Arabica","Body",7.17
"Arabica","Balance",7.08
"Arabica","Aroma",7.5
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.5
"Arabica","Body",7.25
"Arabica","Balance",7
"Arabica","Aroma",7.17
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.25
"Arabica","Body",7.17
"Arabica","Balance",6.92
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.08
"Arabica","Body",7.17
"Arabica","Balance",7.25
"Arabica","Aroma",7.5
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",6.92
"Arabica","Balance",6.75
"Arabica","Aroma",7.17
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",7
"Arabica","Aroma",7.5
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.25
"Arabica","Body",7.58
"Arabica","Balance",7.42
"Arabica","Aroma",7.33
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.33
"Arabica","Acidity",7.25
"Arabica","Body",7
"Arabica","Balance",7
"Arabica","Aroma",7.25
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7
"Arabica","Body",7.17
"Arabica","Balance",7
"Arabica","Aroma",7.25
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.25
"Arabica","Body",7.08
"Arabica","Balance",7
"Arabica","Aroma",7.67
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.33
"Arabica","Body",7.58
"Arabica","Balance",7.17
"Arabica","Aroma",7
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",6.92
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.25
"Arabica","Body",7.17
"Arabica","Balance",6.92
"Arabica","Aroma",7.08
"Arabica","Flavor",7
"Arabica","Aftertaste",6.75
"Arabica","Acidity",6.83
"Arabica","Body",7.08
"Arabica","Balance",6.92
"Arabica","Aroma",6.83
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.92
"Arabica","Acidity",6.75
"Arabica","Body",7.25
"Arabica","Balance",7.08
"Arabica","Aroma",7.33
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.58
"Arabica","Body",7.25
"Arabica","Balance",7.17
"Arabica","Aroma",6.83
"Arabica","Flavor",6.75
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.25
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7
"Arabica","Flavor",7
"Arabica","Aftertaste",6.75
"Arabica","Acidity",7.33
"Arabica","Body",6.92
"Arabica","Balance",6.92
"Arabica","Aroma",7.92
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.92
"Arabica","Body",7.92
"Arabica","Balance",7.5
"Arabica","Aroma",7.92
"Arabica","Flavor",6.83
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.42
"Arabica","Body",6.75
"Arabica","Balance",7.33
"Arabica","Aroma",7.25
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.92
"Arabica","Acidity",6.92
"Arabica","Body",7.25
"Arabica","Balance",7.58
"Arabica","Aroma",7.08
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7.25
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7
"Arabica","Acidity",6.83
"Arabica","Body",7.58
"Arabica","Balance",7.08
"Arabica","Aroma",6.83
"Arabica","Flavor",7
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",6.92
"Arabica","Balance",6.83
"Arabica","Aroma",7.58
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",7
"Arabica","Aroma",7.5
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.83
"Arabica","Body",7.92
"Arabica","Balance",7.92
"Arabica","Aroma",7.17
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.17
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.5
"Arabica","Acidity",7.17
"Arabica","Body",7
"Arabica","Balance",6.83
"Arabica","Aroma",7.25
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",7.42
"Arabica","Aroma",7.17
"Arabica","Flavor",6.08
"Arabica","Aftertaste",6.17
"Arabica","Acidity",7.25
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.5
"Arabica","Flavor",7.5
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.58
"Arabica","Body",7.5
"Arabica","Balance",7.42
"Arabica","Aroma",7.42
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.5
"Arabica","Body",7.67
"Arabica","Balance",7.75
"Arabica","Aroma",6.92
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.92
"Arabica","Acidity",6.92
"Arabica","Body",6.92
"Arabica","Balance",6.83
"Arabica","Aroma",7.08
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.25
"Arabica","Body",7.25
"Arabica","Balance",6.92
"Arabica","Aroma",7.5
"Arabica","Flavor",7.08
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.17
"Arabica","Body",7.5
"Arabica","Balance",7.5
"Arabica","Aroma",6.83
"Arabica","Flavor",7
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",6.83
"Arabica","Aroma",7.58
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.5
"Arabica","Acidity",7.42
"Arabica","Body",7.5
"Arabica","Balance",7.33
"Arabica","Aroma",7.42
"Arabica","Flavor",7.25
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.33
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",7.33
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",7.33
"Arabica","Balance",7
"Arabica","Aroma",7
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",6.67
"Arabica","Balance",6.83
"Arabica","Aroma",7.25
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7
"Arabica","Acidity",7
"Arabica","Body",7.25
"Arabica","Balance",7.08
"Arabica","Aroma",7.42
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7
"Arabica","Acidity",7.17
"Arabica","Body",7.67
"Arabica","Balance",7.17
"Arabica","Aroma",7.5
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7
"Arabica","Body",7.08
"Arabica","Balance",6.83
"Arabica","Aroma",7.42
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7
"Arabica","Acidity",7
"Arabica","Body",7.25
"Arabica","Balance",7.08
"Arabica","Aroma",7.17
"Arabica","Flavor",6.17
"Arabica","Aftertaste",6.17
"Arabica","Acidity",7.08
"Arabica","Body",7.33
"Arabica","Balance",6.83
"Arabica","Aroma",7.42
"Arabica","Flavor",7
"Arabica","Aftertaste",7
"Arabica","Acidity",7.17
"Arabica","Body",7.08
"Arabica","Balance",7
"Arabica","Aroma",7
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.67
"Arabica","Acidity",6.83
"Arabica","Body",7.08
"Arabica","Balance",6.83
"Arabica","Aroma",7
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.17
"Arabica","Body",6.83
"Arabica","Balance",6.83
"Arabica","Aroma",7.17
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.58
"Arabica","Acidity",7.33
"Arabica","Body",7.33
"Arabica","Balance",7.17
"Arabica","Aroma",7.58
"Arabica","Flavor",7.67
"Arabica","Aftertaste",7.58
"Arabica","Acidity",7.67
"Arabica","Body",7.42
"Arabica","Balance",7.42
"Arabica","Aroma",7.17
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.58
"Arabica","Acidity",6.75
"Arabica","Body",6.83
"Arabica","Balance",6.75
"Arabica","Aroma",7.08
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.33
"Arabica","Acidity",7
"Arabica","Body",6.92
"Arabica","Balance",7
"Arabica","Aroma",7.5
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.58
"Arabica","Body",7.58
"Arabica","Balance",6.92
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7.17
"Arabica","Balance",7.17
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7
"Arabica","Body",6.92
"Arabica","Balance",6.92
"Arabica","Aroma",6.83
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",6.75
"Arabica","Body",6.92
"Arabica","Balance",6.92
"Arabica","Aroma",7.08
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.83
"Arabica","Acidity",6.67
"Arabica","Body",7.58
"Arabica","Balance",7.42
"Arabica","Aroma",7.08
"Arabica","Flavor",7
"Arabica","Aftertaste",7
"Arabica","Acidity",7.25
"Arabica","Body",7.33
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7.75
"Arabica","Aftertaste",7.42
"Arabica","Acidity",7.67
"Arabica","Body",7.92
"Arabica","Balance",7.83
"Arabica","Aroma",7.67
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.17
"Arabica","Acidity",6.67
"Arabica","Body",7.17
"Arabica","Balance",7.42
"Arabica","Aroma",6.67
"Arabica","Flavor",6.33
"Arabica","Aftertaste",6.42
"Arabica","Acidity",6.83
"Arabica","Body",7
"Arabica","Balance",6.92
"Arabica","Aroma",6.42
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.5
"Arabica","Acidity",7.33
"Arabica","Body",6.33
"Arabica","Balance",6.92
"Arabica","Aroma",7.17
"Arabica","Flavor",6.58
"Arabica","Aftertaste",6.58
"Arabica","Acidity",7
"Arabica","Body",7.25
"Arabica","Balance",6.58
"Arabica","Aroma",7.5
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.5
"Arabica","Body",7.17
"Arabica","Balance",7.33
"Arabica","Aroma",6.17
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.5
"Arabica","Acidity",7.17
"Arabica","Body",7
"Arabica","Balance",6.83
"Arabica","Aroma",7.25
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",6.83
"Arabica","Aroma",7.5
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.33
"Arabica","Acidity",7.58
"Arabica","Body",7.67
"Arabica","Balance",7.25
"Arabica","Aroma",7.42
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.08
"Arabica","Body",6.92
"Arabica","Balance",6.83
"Arabica","Aroma",7.33
"Arabica","Flavor",7
"Arabica","Aftertaste",6.5
"Arabica","Acidity",6.08
"Arabica","Body",7.58
"Arabica","Balance",6.33
"Arabica","Aroma",7.08
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7.17
"Arabica","Balance",7.08
"Arabica","Aroma",6.83
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.67
"Arabica","Acidity",6.83
"Arabica","Body",7
"Arabica","Balance",6.83
"Arabica","Aroma",6.83
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.5
"Arabica","Acidity",6.92
"Arabica","Body",6.75
"Arabica","Balance",7
"Arabica","Aroma",7.17
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.5
"Arabica","Body",7.17
"Arabica","Balance",7
"Arabica","Aroma",7.92
"Arabica","Flavor",7.58
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.17
"Arabica","Aroma",6.67
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.33
"Arabica","Acidity",7
"Arabica","Body",7.17
"Arabica","Balance",6.75
"Arabica","Aroma",7.5
"Arabica","Flavor",7.25
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7
"Arabica","Body",7.17
"Arabica","Balance",6.83
"Arabica","Aroma",7.17
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.67
"Arabica","Acidity",6.83
"Arabica","Body",7.25
"Arabica","Balance",7.75
"Arabica","Aroma",7.25
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.08
"Arabica","Body",7.17
"Arabica","Balance",6.83
"Arabica","Aroma",7.17
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7.42
"Arabica","Balance",6.67
"Arabica","Aroma",7
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.75
"Arabica","Acidity",6.92
"Arabica","Body",7.17
"Arabica","Balance",6.83
"Arabica","Aroma",7.08
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.58
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",6.75
"Arabica","Aroma",7.33
"Arabica","Flavor",6.75
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.25
"Arabica","Body",7.5
"Arabica","Balance",7
"Arabica","Aroma",6.75
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.17
"Arabica","Acidity",7
"Arabica","Body",7.25
"Arabica","Balance",6.75
"Arabica","Aroma",6.75
"Arabica","Flavor",6.67
"Arabica","Aftertaste",6.17
"Arabica","Acidity",7.17
"Arabica","Body",7
"Arabica","Balance",6.58
"Arabica","Aroma",7.08
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",6.83
"Arabica","Aroma",7.5
"Arabica","Flavor",7.25
"Arabica","Aftertaste",7
"Arabica","Acidity",7.25
"Arabica","Body",7.42
"Arabica","Balance",7.33
"Arabica","Aroma",6.5
"Arabica","Flavor",6.33
"Arabica","Aftertaste",6.5
"Arabica","Acidity",7.5
"Arabica","Body",7.33
"Arabica","Balance",6.83
"Arabica","Aroma",7
"Arabica","Flavor",6.58
"Arabica","Aftertaste",6.67
"Arabica","Acidity",6.83
"Arabica","Body",7.08
"Arabica","Balance",6.83
"Arabica","Aroma",6.92
"Arabica","Flavor",6.42
"Arabica","Aftertaste",6.17
"Arabica","Acidity",7.33
"Arabica","Body",7.25
"Arabica","Balance",6.75
"Arabica","Aroma",7.67
"Arabica","Flavor",7
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.33
"Arabica","Balance",7.33
"Arabica","Aroma",7.17
"Arabica","Flavor",7.17
"Arabica","Aftertaste",7.17
"Arabica","Acidity",7.58
"Arabica","Body",7.67
"Arabica","Balance",6.92
"Arabica","Aroma",7.25
"Arabica","Flavor",6.58
"Arabica","Aftertaste",6.58
"Arabica","Acidity",7
"Arabica","Body",7
"Arabica","Balance",6.42
"Arabica","Aroma",7
"Arabica","Flavor",7.17
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7.17
"Arabica","Body",7
"Arabica","Balance",7.17
"Arabica","Aroma",7.08
"Arabica","Flavor",7.08
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.08
"Arabica","Body",6.92
"Arabica","Balance",6.92
"Arabica","Aroma",8
"Arabica","Flavor",7.33
"Arabica","Aftertaste",7.75
"Arabica","Acidity",7.33
"Arabica","Body",7.42
"Arabica","Balance",7.67
"Arabica","Aroma",6.92
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.92
"Arabica","Acidity",7.5
"Arabica","Body",7.58
"Arabica","Balance",7.17
"Arabica","Aroma",6.92
"Arabica","Flavor",6.75
"Arabica","Aftertaste",7.08
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",6.67
"Arabica","Aroma",6.33
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.33
"Arabica","Acidity",6.83
"Arabica","Body",6.33
"Arabica","Balance",6.5
"Arabica","Aroma",6.92
"Arabica","Flavor",6.92
"Arabica","Aftertaste",6.92
"Arabica","Acidity",6.92
"Arabica","Body",7.17
"Arabica","Balance",7
"Arabica","Aroma",6.5
"Arabica","Flavor",6.67
"Arabica","Aftertaste",6.42
"Arabica","Acidity",7.17
"Arabica","Body",7.33
"Arabica","Balance",6.5
"Arabica","Aroma",6.92
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",6.92
"Arabica","Body",7.42
"Arabica","Balance",6.92
"Arabica","Aroma",7
"Arabica","Flavor",7
"Arabica","Aftertaste",6.83
"Arabica","Acidity",7
"Arabica","Body",7.33
"Arabica","Balance",6.83
"Arabica","Aroma",6.67
"Arabica","Flavor",6.5
"Arabica","Aftertaste",6.17
"Arabica","Acidity",6.67
"Arabica","Body",6.83
"Arabica","Balance",6.17
"Arabica","Aroma",7
"Arabica","Flavor",6.17
"Arabica","Aftertaste",6.17
"Arabica","Acidity",6.67
"Arabica","Body",6.5
"Arabica","Balance",6.17
"Arabica","Aroma",7
"Arabica","Flavor",6.33
"Arabica","Aftertaste",6.17
"Arabica","Acidity",6.5
"Arabica","Body",6.67
"Arabica","Balance",6.17
"Arabica","Aroma",7.08
"Arabica","Flavor",6.83
"Arabica","Aftertaste",6.25
"Arabica","Acidity",7.42
"Arabica","Body",7.25
"Arabica","Balance",6.75
"Arabica","Aroma",6.75
"Arabica","Flavor",6.58
"Arabica","Aftertaste",6.42
"Arabica","Acidity",6.67
"Arabica","Body",7.08
"Arabica","Balance",6.67
"Arabica","Aroma",7.25
"Arabica","Flavor",6.58
"Arabica","Aftertaste",6.33
"Arabica","Acidity",6.25
"Arabica","Body",6.42
"Arabica","Balance",6.08
"Arabica","Aroma",7.5
"Arabica","Flavor",6.67
"Arabica","Aftertaste",6.67
"Arabica","Acidity",7.67
"Arabica","Body",7.33
"Arabica","Balance",6.67
"Robusta","Aroma",7.83
"Robusta","Flavor",8.08
"Robusta","Aftertaste",7.75
"Robusta","Acidity",7.92
"Robusta","Body",8.25
"Robusta","Balance",7.92
"Robusta","Aroma",8
"Robusta","Flavor",7.75
"Robusta","Aftertaste",7.92
"Robusta","Acidity",8
"Robusta","Body",7.92
"Robusta","Balance",7.92
"Robusta","Aroma",7.92
"Robusta","Flavor",7.83
"Robusta","Aftertaste",7.92
"Robusta","Acidity",8
"Robusta","Body",7.83
"Robusta","Balance",7.92
"Robusta","Aroma",8
"Robusta","Flavor",7.92
"Robusta","Aftertaste",7.92
"Robusta","Acidity",7.75
"Robusta","Body",7.83
"Robusta","Balance",7.75
"Robusta","Aroma",8.33
"Robusta","Flavor",7.83
"Robusta","Aftertaste",7.83
"Robusta","Acidity",7.75
"Robusta","Body",8.25
"Robusta","Balance",7.75
"Robusta","Aroma",8
"Robusta","Flavor",7.92
"Robusta","Aftertaste",7.67
"Robusta","Acidity",8
"Robusta","Body",7.75
"Robusta","Balance",7.92
"Robusta","Aroma",7.67
"Robusta","Flavor",7.75
"Robusta","Aftertaste",7.83
"Robusta","Acidity",7.83
"Robusta","Body",7.92
"Robusta","Balance",7.75
"Robusta","Aroma",7.67
"Robusta","Flavor",7.75
"Robusta","Aftertaste",7.83
"Robusta","Acidity",7.67
"Robusta","Body",7.92
"Robusta","Balance",7.83
"Robusta","Aroma",7.67
"Robusta","Flavor",7.75
"Robusta","Aftertaste",7.58
"Robusta","Acidity",7.83
"Robusta","Body",7.83
"Robusta","Balance",8
"Robusta","Aroma",7.67
"Robusta","Flavor",7.83
"Robusta","Aftertaste",7.83
"Robusta","Acidity",7.83
"Robusta","Body",7.92
"Robusta","Balance",7.75
"Robusta","Aroma",7.58
"Robusta","Flavor",7.92
"Robusta","Aftertaste",7.75
"Robusta","Acidity",7.83
"Robusta","Body",7.5
"Robusta","Balance",7.67
"Robusta","Aroma",7.67
"Robusta","Flavor",7.83
"Robusta","Aftertaste",7.75
"Robusta","Acidity",7.5
"Robusta","Body",7.75
"Robusta","Balance",7.58
"Robusta","Aroma",7.58
"Robusta","Flavor",7.58
"Robusta","Aftertaste",7.67
"Robusta","Acidity",7.58
"Robusta","Body",7.67
"Robusta","Balance",7.67
"Robusta","Aroma",8
"Robusta","Flavor",7.75
"Robusta","Aftertaste",7.75
"Robusta","Acidity",7.58
"Robusta","Body",7.67
"Robusta","Balance",7.5
"Robusta","Aroma",8
"Robusta","Flavor",7.67
"Robusta","Aftertaste",7.75
"Robusta","Acidity",7.5
"Robusta","Body",7.67
"Robusta","Balance",7.58
"Robusta","Aroma",7.75
"Robusta","Flavor",7.75
